XLabel,Wavenumber
YLabel,Absorbance
FileType,Absorbance
DisplayDirection,20300
PeakDirection,20312
899.790547,0.000356
900.272750,0.000973
900.754953,0.000969
901.237156,0.001369
901.719359,0.001116
902.201562,-0.000250
902.683764,-0.000625
903.165967,0.000085
903.648170,0.000420
904.130373,0.000425
904.612576,0.000119
905.094779,0.000037
905.576982,0.000122
906.059184,-0.000767
906.541387,-0.000920
907.023590,0.000052
907.505793,0.000168
907.987996,0.000390
908.470199,0.001075
908.952402,0.001508
909.434605,0.001417
909.916807,0.000077
910.399010,-0.000307
910.881213,0.000755
911.363416,0.000739
911.845619,0.000276
912.327822,-0.000369
912.810025,-0.001038
913.292227,-0.000574
913.774430,-0.000120
914.256633,0.000209
914.738836,0.000854
915.221039,0.000927
915.703242,0.000679
916.185445,0.000710
916.667648,0.000570
917.149850,0.000093
917.632053,0.000199
918.114256,0.000739
918.596459,0.000787
919.078662,0.000545
919.560865,0.000615
920.043068,0.000885
920.525270,0.000416
921.007473,-0.000099
921.489676,0.000061
921.971879,-0.000362
922.454082,-0.000840
922.936285,-0.000686
923.418488,-0.000572
923.900690,0.000016
924.382893,0.000981
924.865096,0.001018
925.347299,0.000043
925.829502,-0.000643
926.311705,-0.000436
926.793908,0.000085
927.276111,0.000449
927.758313,0.000534
928.240516,0.000690
928.722719,0.000895
929.204922,0.000516
929.687125,-0.000001
930.169328,-0.000016
930.651531,0.000415
931.133733,0.001047
931.615936,0.000834
932.098139,-0.000000
932.580342,-0.000068
933.062545,-0.000182
933.544748,-0.000543
934.026951,0.000002
934.509154,0.000544
934.991356,0.000269
935.473559,-0.000580
935.955762,-0.001279
936.437965,-0.000650
936.920168,0.000091
937.402371,-0.000285
937.884574,-0.000607
938.366776,-0.000670
938.848979,-0.000660
939.331182,-0.000164
939.813385,0.000366
940.295588,0.000386
940.777791,0.000378
941.259994,0.000749
941.742197,0.000860
942.224399,0.000794
942.706602,0.000341
943.188805,-0.000758
943.671008,-0.000790
944.153211,-0.000021
944.635414,-0.000037
945.117617,-0.000364
945.599819,-0.000171
946.082022,0.000249
946.564225,-0.000099
947.046428,-0.000448
947.528631,-0.000222
948.010834,-0.000176
948.493037,0.000047
948.975240,-0.000008
949.457442,-0.000249
949.939645,0.000204
950.421848,0.000488
950.904051,0.000446
951.386254,0.000313
951.868457,-0.000066
952.350660,-0.000171
952.832862,-0.000063
953.315065,-0.000055
953.797268,0.000084
954.279471,0.000199
954.761674,0.000077
955.243877,0.000072
955.726080,0.000204
956.208282,0.000347
956.690485,0.000528
957.172688,0.000395
957.654891,0.000169
958.137094,0.000149
958.619297,0.000011
959.101500,0.000105
959.583703,0.000410
960.065905,0.000302
960.548108,0.000109
961.030311,0.000020
961.512514,-0.000185
961.994717,-0.000278
962.476920,-0.000181
962.959123,-0.000248
963.441325,-0.000349
963.923528,0.000024
964.405731,0.000344
964.887934,0.000343
965.370137,0.000415
965.852340,0.000214
966.334543,0.000118
966.816746,0.000314
967.298948,0.000194
967.781151,0.000100
968.263354,0.000135
968.745557,0.000309
969.227760,0.000494
969.709963,0.000181
970.192166,0.000039
970.674368,0.000195
971.156571,0.000075
971.638774,-0.000052
972.120977,-0.000264
972.603180,-0.000524
973.085383,-0.000449
973.567586,-0.000299
974.049789,-0.000129
974.531991,0.000146
975.014194,0.000140
975.496397,-0.000034
975.978600,-0.000065
976.460803,-0.000146
976.943006,-0.000144
977.425209,0.000002
977.907411,0.000063
978.389614,0.000273
978.871817,0.000445
979.354020,0.000247
979.836223,0.000131
980.318426,0.000182
980.800629,0.000060
981.282831,-0.000032
981.765034,0.000111
982.247237,0.000279
982.729440,0.000435
983.211643,0.000421
983.693846,0.000005
984.176049,-0.000351
984.658252,-0.000377
985.140454,-0.000244
985.622657,0.000002
986.104860,0.000130
986.587063,0.000019
987.069266,-0.000193
987.551469,-0.000257
988.033672,-0.000033
988.515874,0.000074
988.998077,-0.000055
989.480280,-0.000011
989.962483,0.000073
990.444686,0.000062
990.926889,0.000175
991.409092,0.000183
991.891295,-0.000013
992.373497,-0.000130
992.855700,-0.000037
993.337903,0.000108
993.820106,0.000014
994.302309,-0.000099
994.784512,-0.000044
995.266715,-0.000055
995.748917,-0.000089
996.231120,-0.000055
996.713323,-0.000009
997.195526,0.000075
997.677729,0.000210
998.159932,0.000255
998.642135,0.000194
999.124338,0.000088
999.606540,-0.000071
1000.088743,-0.000122
1000.570946,-0.000178
1001.053149,-0.000284
1001.535352,-0.000229
1002.017555,-0.000160
1002.499758,-0.000015
1002.981960,0.000246
1003.464163,0.000346
1003.946366,0.000300
1004.428569,0.000202
1004.910772,0.000061
1005.392975,-0.000058
1005.875178,-0.000068
1006.357381,-0.000058
1006.839583,-0.000068
1007.321786,-0.000094
1007.803989,-0.000223
1008.286192,-0.000183
1008.768395,0.000015
1009.250598,0.000030
1009.732801,0.000019
1010.215003,0.000016
1010.697206,0.000011
1011.179409,0.000104
1011.661612,0.000082
1012.143815,0.000033
1012.626018,0.000127
1013.108221,0.000154
1013.590423,0.000058
1014.072626,0.000013
1014.554829,0.000133
1015.037032,0.000292
1015.519235,0.000220
1016.001438,-0.000018
1016.483641,-0.000081
1016.965844,-0.000063
1017.448046,-0.000169
1017.930249,-0.000174
1018.412452,-0.000001
1018.894655,0.000155
1019.376858,0.000146
1019.859061,0.000028
1020.341264,-0.000033
1020.823466,-0.000062
1021.305669,0.000018
1021.787872,0.000150
1022.270075,0.000067
1022.752278,-0.000050
1023.234481,-0.000023
1023.716684,0.000004
1024.198887,-0.000015
1024.681089,-0.000068
1025.163292,-0.000141
1025.645495,-0.000068
1026.127698,0.000111
1026.609901,0.000093
1027.092104,0.000062
1027.574307,0.000201
1028.056509,0.000127
1028.538712,0.000044
1029.020915,0.000197
1029.503118,0.000057
1029.985321,-0.000181
1030.467524,-0.000132
1030.949727,-0.000095
1031.431930,0.000033
1031.914132,0.000213
1032.396335,0.000167
1032.878538,0.000068
1033.360741,0.000012
1033.842944,0.000020
1034.325147,0.000060
1034.807350,0.000069
1035.289552,-0.000025
1035.771755,-0.000242
1036.253958,-0.000259
1036.736161,-0.000054
1037.218364,0.000105
1037.700567,0.000163
1038.182770,0.000073
1038.664973,-0.000080
1039.147175,-0.000176
1039.629378,-0.000224
1040.111581,-0.000119
1040.593784,0.000079
1041.075987,0.000057
1041.558190,-0.000070
1042.040393,-0.000031
1042.522595,-0.000043
1043.004798,-0.000160
1043.487001,-0.000118
1043.969204,0.000051
1044.451407,0.000162
1044.933610,0.000107
1045.415813,-0.000029
1045.898015,-0.000093
1046.380218,-0.000090
1046.862421,0.000084
1047.344624,0.000331
1047.826827,0.000283
1048.309030,0.000099
1048.791233,0.000101
1049.273436,0.000212
1049.755638,0.000207
1050.237841,0.000056
1050.720044,0.000060
1051.202247,0.000133
1051.684450,0.000009
1052.166653,-0.000101
1052.648856,-0.000090
1053.131058,-0.000079
1053.613261,-0.000148
1054.095464,-0.000164
1054.577667,0.000011
1055.059870,0.000129
1055.542073,0.000119
1056.024276,0.000094
1056.506479,0.000068
1056.988681,0.000049
1057.470884,-0.000011
1057.953087,-0.000052
1058.435290,-0.000091
1058.917493,-0.000059
1059.399696,0.000100
1059.881899,0.000121
1060.364101,0.000115
1060.846304,0.000155
1061.328507,0.000042
1061.810710,-0.000029
1062.292913,-0.000039
1062.775116,-0.000027
1063.257319,0.000081
1063.739522,0.000061
1064.221724,-0.000055
1064.703927,-0.000102
1065.186130,-0.000113
1065.668333,-0.000038
1066.150536,0.000030
1066.632739,-0.000042
1067.114942,-0.000052
1067.597144,0.000081
1068.079347,0.000094
1068.561550,0.000012
1069.043753,0.000014
1069.525956,-0.000004
1070.008159,-0.000027
1070.490362,-0.000022
1070.972564,-0.000051
1071.454767,-0.000006
1071.936970,0.000092
1072.419173,0.000090
1072.901376,0.000023
1073.383579,0.000048
1073.865782,0.000138
1074.347985,0.000180
1074.830187,0.000187
1075.312390,0.000129
1075.794593,0.000081
1076.276796,0.000166
1076.758999,0.000262
1077.241202,0.000229
1077.723405,0.000179
1078.205607,0.000206
1078.687810,0.000194
1079.170013,0.000191
1079.652216,0.000215
1080.134419,0.000153
1080.616622,0.000107
1081.098825,0.000049
1081.581028,-0.000006
1082.063230,0.000143
1082.545433,0.000277
1083.027636,0.000207
1083.509839,0.000188
1083.992042,0.000231
1084.474245,0.000148
1084.956448,0.000068
1085.438650,0.000095
1085.920853,0.000120
1086.403056,0.000079
1086.885259,0.000026
1087.367462,0.000098
1087.849665,0.000245
1088.331868,0.000288
1088.814071,0.000206
1089.296273,0.000133
1089.778476,0.000181
1090.260679,0.000220
1090.742882,0.000188
1091.225085,0.000164
1091.707288,0.000117
1092.189491,0.000086
1092.671693,0.000113
1093.153896,0.000190
1093.636099,0.000271
1094.118302,0.000286
1094.600505,0.000300
1095.082708,0.000293
1095.564911,0.000260
1096.047114,0.000292
1096.529316,0.000278
1097.011519,0.000210
1097.493722,0.000205
1097.975925,0.000194
1098.458128,0.000138
1098.940331,0.000078
1099.422534,0.000096
1099.904736,0.000168
1100.386939,0.000156
1100.869142,0.000111
1101.351345,0.000073
1101.833548,0.000047
1102.315751,0.000103
1102.797954,0.000142
1103.280156,0.000175
1103.762359,0.000215
1104.244562,0.000171
1104.726765,0.000124
1105.208968,0.000068
1105.691171,0.000000
1106.173374,-0.000056
1106.655577,-0.000102
1107.137779,-0.000008
1107.619982,0.000083
1108.102185,0.000071
1108.584388,0.000103
1109.066591,0.000060
1109.548794,0.000014
1110.030997,0.000093
1110.513199,0.000109
1110.995402,0.000077
1111.477605,0.000084
1111.959808,0.000026
1112.442011,-0.000047
1112.924214,0.000008
1113.406417,0.000139
1113.888620,0.000273
1114.370822,0.000341
1114.853025,0.000283
1115.335228,0.000240
1115.817431,0.000188
1116.299634,0.000147
1116.781837,0.000212
1117.264040,0.000232
1117.746242,0.000276
1118.228445,0.000299
1118.710648,0.000163
1119.192851,0.000130
1119.675054,0.000207
1120.157257,0.000210
1120.639460,0.000125
1121.121663,0.000034
1121.603865,0.000057
1122.086068,0.000097
1122.568271,0.000047
1123.050474,0.000044
1123.532677,0.000202
1124.014880,0.000257
1124.497083,0.000029
1124.979285,-0.000118
1125.461488,-0.000052
1125.943691,0.000010
1126.425894,0.000060
1126.908097,0.000070
1127.390300,0.000010
1127.872503,-0.000023
1128.354706,0.000042
1128.836908,0.000135
1129.319111,0.000138
1129.801314,0.000109
1130.283517,0.000130
1130.765720,0.000150
1131.247923,0.000080
1131.730126,-0.000004
1132.212328,0.000021
1132.694531,0.000045
1133.176734,0.000043
1133.658937,0.000063
1134.141140,0.000028
1134.623343,0.000001
1135.105546,-0.000017
1135.587748,-0.000065
1136.069951,-0.000061
1136.552154,-0.000030
1137.034357,-0.000032
1137.516560,-0.000030
1137.998763,0.000025
1138.480966,0.000049
1138.963169,-0.000005
1139.445371,-0.000036
1139.927574,-0.000033
1140.409777,0.000004
1140.891980,0.000044
1141.374183,0.000039
1141.856386,0.000022
1142.338589,-0.000016
1142.820791,-0.000043
1143.302994,-0.000053
1143.785197,-0.000070
1144.267400,-0.000086
1144.749603,-0.000063
1145.231806,0.000024
1145.714009,0.000029
1146.196212,-0.000006
1146.678414,0.000011
1147.160617,-0.000050
1147.642820,-0.000125
1148.125023,-0.000140
1148.607226,-0.000108
1149.089429,-0.000068
1149.571632,-0.000124
1150.053834,-0.000148
1150.536037,-0.000091
1151.018240,-0.000077
1151.500443,-0.000059
1151.982646,-0.000029
1152.464849,-0.000029
1152.947052,-0.000061
1153.429255,-0.000132
1153.911457,-0.000140
1154.393660,-0.000065
1154.875863,-0.000025
1155.358066,-0.000022
1155.840269,-0.000048
1156.322472,-0.000045
1156.804675,0.000062
1157.286877,0.000098
1157.769080,0.000063
1158.251283,0.000103
1158.733486,0.000111
1159.215689,0.000068
1159.697892,0.000054
1160.180095,0.000023
1160.662298,-0.000014
1161.144500,-0.000019
1161.626703,-0.000022
1162.108906,-0.000014
1162.591109,-0.000010
1163.073312,-0.000084
1163.555515,-0.000177
1164.037718,-0.000158
1164.519920,-0.000095
1165.002123,-0.000042
1165.484326,0.000032
1165.966529,0.000083
1166.448732,0.000154
1166.930935,0.000217
1167.413138,0.000115
1167.895340,-0.000031
1168.377543,-0.000062
1168.859746,-0.000064
1169.341949,-0.000104
1169.824152,-0.000147
1170.306355,-0.000142
1170.788558,-0.000071
1171.270761,-0.000070
1171.752963,-0.000138
1172.235166,-0.000091
1172.717369,-0.000010
1173.199572,-0.000027
1173.681775,-0.000067
1174.163978,-0.000041
1174.646181,0.000043
1175.128383,0.000056
1175.610586,-0.000012
1176.092789,-0.000051
1176.574992,-0.000026
1177.057195,-0.000011
1177.539398,-0.000069
1178.021601,-0.000136
1178.503804,-0.000159
1178.986006,-0.000084
1179.468209,-0.000028
1179.950412,-0.000059
1180.432615,0.000029
1180.914818,0.000119
1181.397021,0.000066
1181.879224,-0.000026
1182.361426,-0.000118
1182.843629,-0.000089
1183.325832,0.000007
1183.808035,0.000012
1184.290238,-0.000048
1184.772441,-0.000114
1185.254644,-0.000063
1185.736847,0.000085
1186.219049,0.000166
1186.701252,0.000121
1187.183455,0.000020
1187.665658,-0.000025
1188.147861,0.000008
1188.630064,0.000113
1189.112267,0.000206
1189.594469,0.000179
1190.076672,0.000103
1190.558875,0.000082
1191.041078,0.000143
1191.523281,0.000182
1192.005484,0.000164
1192.487687,0.000216
1192.969889,0.000213
1193.452092,0.000084
1193.934295,0.000046
1194.416498,0.000103
1194.898701,0.000123
1195.380904,0.000101
1195.863107,0.000072
1196.345310,0.000075
1196.827512,0.000092
1197.309715,0.000118
1197.791918,0.000157
1198.274121,0.000077
1198.756324,-0.000054
1199.238527,-0.000060
1199.720730,-0.000091
1200.202932,-0.000146
1200.685135,-0.000134
1201.167338,-0.000149
1201.649541,-0.000138
1202.131744,-0.000130
1202.613947,-0.000153
1203.096150,-0.000122
1203.578353,-0.000084
1204.060555,-0.000077
1204.542758,-0.000129
1205.024961,-0.000170
1205.507164,-0.000146
1205.989367,-0.000140
1206.471570,-0.000084
1206.953773,-0.000004
1207.435975,-0.000011
1207.918178,-0.000050
1208.400381,-0.000098
1208.882584,-0.000076
1209.364787,0.000039
1209.846990,0.000072
1210.329193,0.000008
1210.811396,0.000001
1211.293598,0.000045
1211.775801,0.000039
1212.258004,0.000049
1212.740207,0.000122
1213.222410,0.000157
1213.704613,0.000147
1214.186816,0.000135
1214.669018,0.000103
1215.151221,0.000061
1215.633424,0.000112
1216.115627,0.000253
1216.597830,0.000364
1217.080033,0.000477
1217.562236,0.000580
1218.044439,0.000576
1218.526641,0.000504
1219.008844,0.000409
1219.491047,0.000396
1219.973250,0.000472
1220.455453,0.000549
1220.937656,0.000601
1221.419859,0.000630
1221.902061,0.000746
1222.384264,0.000907
1222.866467,0.000994
1223.348670,0.000978
1223.830873,0.000883
1224.313076,0.000933
1224.795279,0.001062
1225.277481,0.001059
1225.759684,0.001064
1226.241887,0.001190
1226.724090,0.001436
1227.206293,0.001714
1227.688496,0.001936
1228.170699,0.002084
1228.652902,0.002069
1229.135104,0.001982
1229.617307,0.002015
1230.099510,0.002117
1230.581713,0.002219
1231.063916,0.002444
1231.546119,0.002765
1232.028322,0.003023
1232.510524,0.003309
1232.992727,0.003645
1233.474930,0.003875
1233.957133,0.003934
1234.439336,0.003937
1234.921539,0.004107
1235.403742,0.004344
1235.885945,0.004493
1236.368147,0.004714
1236.850350,0.005036
1237.332553,0.005406
1237.814756,0.005798
1238.296959,0.006246
1238.779162,0.006787
1239.261365,0.007119
1239.743567,0.007163
1240.225770,0.007304
1240.707973,0.007634
1241.190176,0.007951
1241.672379,0.008244
1242.154582,0.008665
1242.636785,0.009235
1243.118988,0.009795
1243.601190,0.010394
1244.083393,0.011045
1244.565596,0.011431
1245.047799,0.011678
1245.530002,0.012178
1246.012205,0.012739
1246.494408,0.013216
1246.976610,0.013745
1247.458813,0.014208
1247.941016,0.014617
1248.423219,0.015127
1248.905422,0.015682
1249.387625,0.016257
1249.869828,0.016794
1250.352031,0.017234
1250.834233,0.017635
1251.316436,0.017962
1251.798639,0.018208
1252.280842,0.018433
1252.763045,0.018631
1253.245248,0.018678
1253.727451,0.018382
1254.209653,0.017854
1254.691856,0.017351
1255.174059,0.016895
1255.656262,0.016469
1256.138465,0.015980
1256.620668,0.015347
1257.102871,0.014790
1257.585073,0.014517
1258.067276,0.014644
1258.549479,0.014888
1259.031682,0.014813
1259.513885,0.014757
1259.996088,0.015064
1260.478291,0.015570
1260.960494,0.015737
1261.442696,0.015535
1261.924899,0.015997
1262.407102,0.017878
1262.889305,0.022265
1263.371508,0.027401
1263.853711,0.027620
1264.335914,0.023342
1264.818116,0.019589
1265.300319,0.017031
1265.782522,0.015205
1266.264725,0.014522
1266.746928,0.014509
