2940.209594,0.00002262
2940.691839,0.00002315
2941.174083,0.00002496
2941.656327,0.0000261
2942.138572,0.00002871
2942.620816,0.00003109
2943.103061,0.00003173
2943.585305,0.0000336
2944.067549,0.00003465
2944.549794,0.00003321
2945.032038,0.00003361
2945.514282,0.00003798
2945.996527,0.00004227
2946.478771,0.00004157
2946.961016,0.00003743
2947.44326,0.00003723
2947.925504,0.00003966
2948.407749,0.00003826
2948.889993,0.00003937
2949.372238,0.00004424
2949.854482,0.00004527
2950.336726,0.00004576
2950.818971,0.00004892
2951.301215,0.00005163
2951.783459,0.00005352
2952.265704,0.00005489
2952.747948,0.00005599
2953.230193,0.00005833
2953.712437,0.00006133
2954.194681,0.00006396
2954.676926,0.0000674
2955.15917,0.00007084
2955.641415,0.00007302
2956.123659,0.00007544
2956.605903,0.00007687
2957.088148,0.00007564
2957.570392,0.00007591
2958.052636,0.00007987
2958.534881,0.00008336
2959.017125,0.00008467
2959.49937,0.00008687
2959.981614,0.00009009
2960.463858,0.00009403
2960.946103,0.00009895
2961.428347,0.00010053
2961.910592,0.00010043
2962.392836,0.00010304
2962.87508,0.00010504
2963.357325,0.00010568
2963.839569,0.00010683
2964.321813,0.00010904
2964.804058,0.00011034
2965.286302,0.00010931
2965.768547,0.00010992
2966.250791,0.00011116
2966.733035,0.00011022
2967.21528,0.00010929
2967.697524,0.00010981
2968.179769,0.00011067
2968.662013,0.00010937
2969.144257,0.00010773
2969.626502,0.0001061
2970.108746,0.00010296
2970.59099,0.00010307
2971.073235,0.0001043
2971.555479,0.00010172
2972.037724,0.00009818
2972.519968,0.00009615
2973.002212,0.00009671
2973.484457,0.00009829
2973.966701,0.00010055
2974.448946,0.00010317
2974.93119,0.00010458
2975.413434,0.00011002
2975.895679,0.00011583
2976.377923,0.00011512
2976.860167,0.00011469
2977.342412,0.00011551
2977.824656,0.00011574
2978.306901,0.0001175
2978.789145,0.00011656
2979.271389,0.00011312
2979.753634,0.00011068
2980.235878,0.00010797
2980.718123,0.00010466
2981.200367,0.0001004
2981.682611,0.00009495
2982.164856,0.00008962
2982.6471,0.00008647
2983.129344,0.00008578
2983.611589,0.00008404
2984.093833,0.00007997
2984.576078,0.00007548
2985.058322,0.00007206
2985.540566,0.0000679
2986.022811,0.00006291
2986.505055,0.00006075
2986.9873,0.00005822
2987.469544,0.00005467
2987.951788,0.00005438
2988.434033,0.0000529
2988.916277,0.00004722
2989.398521,0.00004218
2989.880766,0.0000406
2990.36301,0.00003913
2990.845255,0.00003661
2991.327499,0.0000359
2991.809743,0.0000341
2992.291988,0.00003082
2992.774232,0.00003103
2993.256477,0.00003191
2993.738721,0.0000305
2994.220965,0.00002949
2994.70321,0.00002766
2995.185454,0.00002388
2995.667698,0.00002306
2996.149943,0.00002515
2996.632187,0.00002471
2997.114432,0.0000231
2997.596676,0.00002328
2998.07892,0.00002155
2998.561165,0.00001861
2999.043409,0.00001968
2999.525654,0.00002117
3000.007898,0.00001881
